,network,experiment,cellType,data,design,method,designANDmethod,expDesign,combination,numberOfDiffExp,numberOfNodes,connectivity
1913,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X2012,3,0,
1914,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1813,8,4,
1915,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1130,4,1,
1916,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X24,8,4,
1917,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1919,11,2,
1918,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1138,6,3,
1919,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X519,6,2,
1920,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1547,5,3,
1921,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1103,8,4,
1922,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X49,5,3,
1923,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X836,2,2,
1924,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X538,3,2,
1925,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1109,2,2,
1926,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X317,6,4,
1927,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1740,4,2,
1928,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1886,12,2,
1929,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X58,2,1,
1930,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1177,4,1,
1931,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1475,6,5,0.0
1932,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X95,2,1,
1933,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X977,5,4,
1934,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1901,4,2,
1935,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1848,4,3,
1936,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X980,2,2,
1937,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X743,8,7,0.0
1938,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1966,8,2,
1939,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1434,10,2,
1940,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1315,3,0,
1941,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X758,7,5,0.0
1942,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1788,5,2,
1943,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X837,2,1,
1944,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X490,3,3,
1945,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1357,6,4,
1946,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X857,7,4,
1947,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1503,16,4,
1948,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1118,1,1,
1949,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X948,4,2,
1950,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1586,4,2,
1951,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1945,9,1,
1952,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1563,3,2,
1953,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1819,9,2,
1954,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X705,3,2,
1955,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X2025,17,2,
1956,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X131,5,1,
1957,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X338,4,4,
1958,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X673,2,1,
1959,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X674,11,8,0.0
1960,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1388,4,2,
1961,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X903,5,2,
1962,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1520,5,5,0.0
1963,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X365,6,5,0.0
1964,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X200,9,3,
1965,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X685,7,3,
1966,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X629,9,6,0.0
1967,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X722,5,3,
1968,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X614,5,5,0.0
1969,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X933,1,1,
1970,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1154,5,4,
1971,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1790,3,0,
1972,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1826,9,3,
1973,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X2030,5,1,
1974,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1197,5,2,
1975,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X372,7,5,0.0
1976,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1731,4,3,
1977,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X576,7,4,
1978,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1755,11,2,
1979,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1203,2,1,
1980,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1042,3,2,
1981,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1879,16,5,0.0
1982,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X86,2,2,
1983,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1271,2,2,
1984,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X745,3,2,
1985,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X367,4,2,
1986,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X381,5,5,0.0
1987,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X362,5,3,
1988,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X361,5,4,
1989,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1598,3,2,
1990,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1876,1,1,
1991,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X839,2,1,
1992,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1485,3,3,
1993,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1775,3,2,
1994,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X370,3,3,
1995,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1521,13,3,
1996,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X483,5,4,
1997,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X958,6,1,
1998,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1035,8,3,
1999,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1258,1,0,
2000,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X284,2,1,
2001,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X160,15,4,
2002,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1201,2,2,
2003,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X717,2,2,
2004,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X940,1,0,
2005,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X441,4,2,
2006,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X154,3,2,
2007,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X292,6,4,
2008,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X973,6,4,
2009,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1437,9,4,
2010,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1202,2,1,
2011,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1020,9,3,
2012,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1532,6,1,
2013,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1079,7,4,
2014,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X134,13,4,
2015,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1297,3,2,
2016,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X476,4,2,
2017,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X297,3,3,
2018,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1006,8,4,
2019,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1501,10,5,0.0
2020,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y-X,X1460,6,2,
2021,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X45,2,1,
2022,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X850,2,2,
2023,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X552,2,1,
2024,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1498,2,1,
2025,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X849,2,2,
2026,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1548,2,1,
2027,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X982,2,1,
2028,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1882,2,2,
2029,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1060,2,1,
2030,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1570,2,1,
2031,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X499,2,1,
2032,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1056,2,1,
2033,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X649,2,2,
2034,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X473,2,1,
2035,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X555,2,1,
2036,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1496,2,1,
2037,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1489,2,1,
2038,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X550,2,1,
2039,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1012,2,1,
2040,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X4,2,1,
2041,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1533,2,1,
2042,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X558,2,1,
2043,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1193,2,2,
2044,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1028,2,1,
2045,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X991,2,1,
2046,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1516,2,1,
2047,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2003,2,1,
2048,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X469,2,1,
2049,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X37,2,1,
2050,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X7,2,1,
2051,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2,2,1,
2052,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1368,2,2,
2053,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2000,2,1,
2054,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2047,2,1,
2055,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X479,2,1,
2056,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X13,2,1,
2057,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X44,2,1,
2058,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1488,2,1,
2059,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2040,2,1,
2060,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X11,2,1,
2061,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1877,2,2,
2062,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1537,2,1,
2063,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2004,2,1,
2064,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X677,2,2,
2065,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1578,2,1,
2066,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2033,2,1,
2067,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X344,2,2,
2068,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1569,2,1,
2069,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1013,2,1,
2070,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X553,2,1,
2071,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X46,2,1,
2072,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1884,2,2,
2073,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X681,2,2,
2074,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X556,2,1,
2075,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X349,2,2,
2076,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2014,2,1,
2077,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X166,2,2,
2078,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1880,2,2,
2079,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X501,2,1,
2080,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1071,2,1,
2081,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1494,2,1,
2082,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2036,2,1,
2083,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X161,2,2,
2084,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X986,2,1,
2085,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X526,2,1,
2086,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X551,2,1,
2087,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X493,2,1,
2088,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1523,2,1,
2089,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1524,2,1,
2090,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1527,2,1,
2091,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X972,2,1,
2092,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X172,2,2,
2093,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1531,2,1,
2094,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1029,2,1,
2095,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1540,2,1,
2096,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X682,2,2,
2097,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X14,2,1,
2098,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X47,2,1,
2099,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1873,2,2,
2100,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X10,2,1,
2101,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X43,2,1,
2102,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1057,2,1,
2103,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X652,2,2,
2104,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1038,2,1,
2105,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X39,2,1,
2106,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X8,2,1,
2107,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X9,2,1,
2108,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2041,2,1,
2109,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2039,2,1,
2110,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X509,2,1,
2111,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1027,2,1,
2112,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1878,2,2,
2113,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1525,2,1,
2114,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1550,2,1,
2115,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X506,2,1,
2116,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1362,2,2,
2117,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2002,2,1,
2118,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X498,2,1,
2119,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1025,2,1,
2120,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X460,2,1,
2121,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1885,2,2,
2122,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X32,2,1,
2123,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X557,2,1,
2124,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X6,2,1,
2125,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X513,2,1,
2126,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X497,2,1,
2127,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1068,2,1,
2128,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1189,2,2,
2129,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1872,2,2,
2130,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1577,2,1,
2131,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1486,2,1,
2132,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X504,2,1,
2133,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X984,2,1,
2134,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1360,2,2,
2135,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X687,2,2,
2136,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1069,2,1,
2137,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X165,2,2,
2138,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1580,2,1,
2139,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X475,2,1,
2140,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1191,2,2,
2141,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1372,2,2,
2142,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1526,2,1,
2143,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X511,2,1,
2144,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X169,2,2,
2145,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X548,2,1,
2146,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X510,2,1,
2147,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1568,2,1,
2148,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1576,2,1,
2149,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X987,2,1,
2150,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X547,2,1,
2151,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2042,2,1,
2152,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X522,2,1,
2153,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1493,2,1,
2154,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X854,2,2,
2155,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2006,2,1,
2156,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X503,2,1,
2157,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X137,3,3,
2158,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1573,2,1,
2159,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1066,2,1,
2160,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X559,2,1,
2161,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1517,2,1,
2162,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X463,2,1,
2163,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1018,2,1,
2164,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X0,2,1,
2165,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1497,2,1,
2166,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1014,2,1,
2167,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X175,2,2,
2168,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1703,2,2,
2169,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X978,2,1,
2170,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X676,2,2,
2171,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1699,2,2,
2172,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1541,2,1,
2173,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X474,2,1,
2174,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1551,2,1,
2175,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1499,2,1,
2176,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X341,2,2,
2177,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X683,2,2,
2178,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X648,2,2,
2179,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2046,2,1,
2180,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1067,2,1,
2181,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1582,2,1,
2182,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1491,2,1,
2183,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1500,2,1,
2184,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X2034,2,1,
2185,String850,Experiment2,HDF,Methylation,,Champ,Champ,Y_F27_T2-X_F27_T2,X1023,2,1,
